nx,ny,ntasks,size,timespent,TasksDoneByWorker
4001,4001,100,4,3.0985948173329234,[ 0 31 34 35]
4001,4001,100,4,3.720079424791038,[ 0 32 35 33]
4001,4001,100,4,3.7308934330940247,[ 0 31 35 34]
4001,4001,100,4,3.1114711202681065,[ 0 35 29 36]
4001,4001,100,4,3.1269041672348976,[ 0 35 30 35]
4001,4001,100,4,3.1211940739303827,[ 0 31 35 34]
4001,4001,100,4,3.6214559357613325,[ 0 28 38 34]
4001,4001,100,4,3.157551265321672,[ 0 35 32 33]
4001,4001,100,4,3.346541063860059,[ 0 33 34 33]
4001,4001,100,4,3.6040846034884453,[ 0 33 32 35]
4001,4001,100,4,3.716449256055057,[ 0 33 35 32]
4001,4001,100,4,3.414617385715246,[ 0 33 33 34]
4001,4001,100,4,3.1642653308808804,[ 0 35 30 35]
4001,4001,100,4,3.2252081194892526,[ 0 35 31 34]
4001,4001,100,8,2.1075406381860375,[ 0 12 13 16 15 16 15 13]
4001,4001,100,8,2.10838863812387,[ 0 14 15 13 15 15 12 16]
4001,4001,100,8,2.0954167591407895,[ 0 15 15 13 15 15 11 16]
4001,4001,100,8,2.1673047365620732,[ 0 16 13 13 16 13 12 17]
4001,4001,100,8,2.2045098561793566,[ 0 14 11 16 15 15 14 15]
4001,4001,100,8,2.222779476083815,[ 0 15 15 12 12 16 15 15]
4001,4001,100,8,2.239601963199675,[ 0 12 11 16 16 17 16 12]
4001,4001,100,8,2.4212502697482705,[ 0 12 12 14 17 16 17 12]
4001,4001,100,8,2.1469026934355497,[ 0 11 13 16 16 13 15 16]
4001,4001,100,8,2.1754830963909626,[ 0 15 12 14 17 16 11 15]
4001,4001,100,8,2.1984587404876947,[ 0 16 13 13 15 13 15 15]
4001,4001,100,8,2.2485880041494966,[ 0 16 17 15 14 16 10 12]
4001,4001,100,8,2.234849212691188,[ 0 13 12 13 14 15 16 17]
4001,4001,100,8,2.3247889755293727,[ 0 17 11 17 17 11 11 16]
4001,4001,100,8,2.117931205779314,[ 0 15 13 16 15 13 15 13]
4001,4001,100,8,2.187026304192841,[ 0 14 15 14 15 16 15 11]
4001,4001,100,8,2.251899855211377,[ 0 14 15 15 14 12 15 15]
4001,4001,100,8,2.3928873520344496,[ 0 15 15 12 15 16 12 15]
4001,4001,100,8,2.218764961697161,[ 0 12 12 16 16 15 15 14]
4001,4001,100,8,2.2571296067908406,[ 0 17 11 14 13 12 16 17]
4001,4001,100,8,2.173030669800937,[ 0 15 16 15 12 16 13 13]
4001,4001,100,8,2.2694326965138316,[ 0 17 13 12 17 13 17 11]
4001,4001,100,8,2.2323799757286906,[ 0 12 12 13 16 16 15 16]
4001,4001,100,8,2.114652863703668,[ 0 13 15 13 14 16 13 16]
4001,4001,100,8,2.3090592799708247,[ 0 11 16 17 12 11 16 17]
4001,4001,100,8,2.23802444152534,[ 0 14 17 13 15 14 13 14]
4001,4001,100,8,2.246409524232149,[ 0 15 13 15 16 13 15 13]
4001,4001,100,8,2.187655790708959,[ 0 14 16 16 12 17 12 13]
4001,4001,100,8,2.270889143459499,[ 0 17 11 17 13 18 11 13]
4001,4001,100,8,2.3616407411172986,[ 0 18 12 13 14 18 12 13]
4001,4001,100,8,2.087829126045108,[ 0 11 13 16 15 15 15 15]
4001,4001,100,8,2.109056872315705,[ 0 15 12 15 15 13 15 15]
4001,4001,100,8,2.3127146819606423,[ 0 14 12 13 14 17 12 18]
4001,4001,100,8,2.3065176513046026,[ 0 12 15 12 15 16 15 15]
4001,4001,100,8,2.558523638173938,[ 0 13 13 13 16 17 16 12]
4001,4001,100,8,2.2932666074484587,[ 0 17 11 13 14 12 17 16]
4001,4001,100,8,2.2294728979468346,[ 0 12 18 13 17 12 11 17]
4001,4001,100,8,2.2780358847230673,[ 0 16 18 11 13 18 12 12]
4001,4001,100,8,2.4004101818427444,[ 0 12 13 15 15 16 16 13]
4001,4001,100,8,2.064064930193126,[ 0 14 15 15 14 15 12 15]
4001,4001,100,8,2.044887077063322,[ 0 14 14 15 14 15 14 14]
4001,4001,100,8,2.343311605975032,[ 0 11 15 17 13 11 16 17]
4001,4001,100,8,2.155752969905734,[ 0 12 13 13 15 16 15 16]
4001,4001,100,8,2.129405962303281,[ 0 13 15 16 16 12 15 13]
4001,4001,100,8,2.1714873500168324,[ 0 13 15 12 16 16 13 15]
4001,4001,100,8,2.1982083283364773,[ 0 17 11 16 13 13 17 13]
4001,4001,100,8,2.092552412301302,[ 0 15 15 11 15 16 15 13]
4001,4001,100,8,2.1552686700597405,[ 0 12 16 15 17 12 15 13]
4001,4001,100,8,2.3550250846892595,[ 0 12 16 15 15 16 14 12]
4001,4001,100,8,2.31836524233222,[ 0 14 13 16 14 17 12 14]
4001,4001,100,16,1.7085838317871094,[0 6 7 8 7 6 6 7 9 6 6 7 7 5 7 6]
4001,4001,100,16,1.5332265878096223,[0 7 6 7 7 7 6 7 7 6 8 7 7 7 5 6]
4001,4001,100,16,1.6423622081056237,[ 0  6  8  7 10  5  4  7  9  8  4  5  9  6  5  7]
4001,4001,100,16,1.5813908753916621,[0 7 5 7 7 6 7 7 9 5 6 7 7 7 7 6]
4001,4001,100,16,1.5383346136659384,[0 5 6 7 9 6 7 7 7 7 6 7 7 5 7 7]
4001,4001,100,16,1.5462749768048525,[0 6 6 7 9 6 7 5 7 7 5 7 7 7 7 7]
4001,4001,100,16,1.601343834772706,[0 6 7 7 7 7 7 7 7 7 6 7 8 6 5 6]
4001,4001,100,16,1.537994441576302,[0 5 7 5 8 7 5 7 9 7 4 7 8 7 7 7]
4001,4001,100,16,1.6821957044303417,[0 5 6 7 7 5 6 6 9 7 7 7 7 7 7 7]
4001,4001,100,16,1.5286428863182664,[0 5 5 7 7 7 7 7 9 7 6 7 7 5 7 7]
4001,4001,100,16,1.6245612930506468,[ 0  5  5  8 11  8  4  8  8  6  4  8  9  5  5  6]
4001,4001,100,16,1.5445248829200864,[0 6 7 8 8 5 5 6 7 7 7 7 9 7 5 6]
4001,4001,100,16,1.5414202008396387,[0 7 7 7 7 7 7 7 7 5 6 7 6 7 6 7]
4001,4001,100,16,1.6475441930815578,[0 6 5 8 7 6 4 6 8 8 8 8 6 4 8 8]
4001,4001,100,16,1.5606669029220939,[0 6 5 7 9 7 7 7 8 7 4 6 8 7 6 6]
4001,4001,100,16,1.536850556731224,[ 0  5  4  7  8  7  7  7  8  7  5  7 10  6  7  5]
4001,4001,100,16,1.5640622712671757,[0 7 7 5 7 5 7 7 7 7 8 6 7 7 7 6]
4001,4001,100,16,1.6188868256285787,[0 7 7 7 9 7 5 7 7 5 6 6 7 6 7 7]
4001,4001,100,16,1.5556709617376328,[0 5 5 6 7 8 7 8 8 7 7 7 7 5 5 8]
4001,4001,100,16,1.5787644013762474,[0 5 7 5 9 7 5 7 7 6 7 7 8 7 6 7]
4001,4001,100,16,1.5853550247848034,[0 7 5 7 9 5 4 8 8 7 7 7 8 7 5 6]
4001,4001,100,16,1.604562995955348,[0 6 7 7 7 7 6 8 7 5 5 7 7 8 5 8]
4001,4001,100,16,1.5298683075234294,[0 7 5 6 8 7 7 7 7 6 5 7 7 7 7 7]
4001,4001,100,16,1.5723512144759297,[0 4 8 6 8 5 7 7 9 5 5 7 8 7 7 7]
4001,4001,100,16,1.5721654742956161,[0 6 5 7 9 7 5 6 8 7 6 7 8 7 5 7]
4001,4001,100,16,1.5414092810824513,[0 7 7 7 7 7 5 7 7 6 5 6 9 7 7 6]
4001,4001,100,16,1.5403602803125978,[0 7 7 7 8 5 6 7 7 6 7 6 7 7 6 7]
4001,4001,100,16,1.5823962008580565,[0 7 5 7 8 6 5 7 8 5 7 7 7 7 7 7]
4001,4001,100,16,1.5559817710891366,[0 7 7 7 7 6 5 7 7 7 6 7 7 7 6 7]
4001,4001,100,16,1.5599077427759767,[0 7 7 6 7 7 6 7 8 6 6 7 7 7 5 7]
4001,4001,100,16,1.5198143376037478,[0 7 7 7 7 7 6 7 7 6 6 6 7 7 6 7]
4001,4001,100,16,1.5753074679523706,[0 5 8 6 7 8 6 7 7 5 5 7 9 7 6 7]
4001,4001,100,16,1.6722295684739947,[0 7 5 8 7 7 5 6 7 6 7 8 7 5 7 8]
4001,4001,100,16,1.5590884136036038,[0 6 7 7 7 7 7 7 7 6 7 6 7 6 7 6]
4001,4001,100,16,1.5487937591969967,[0 7 8 7 7 5 5 7 7 5 5 7 9 7 7 7]
4001,4001,100,16,1.5898105157539248,[0 6 6 6 6 8 5 7 7 7 7 7 7 7 7 7]
4001,4001,100,16,1.5390878608450294,[0 7 4 9 8 4 7 7 8 5 7 6 9 6 6 7]
4001,4001,100,16,1.5425137802958488,[0 6 7 7 7 7 5 7 7 5 7 5 9 7 7 7]
4001,4001,100,16,1.5576501758769155,[0 7 7 7 9 5 6 7 8 5 5 6 8 6 7 7]
4001,4001,100,16,1.5847257068380713,[0 5 5 7 7 8 7 7 6 7 5 8 8 5 7 8]
4001,4001,100,16,1.5999935278669,[0 7 5 7 8 7 7 7 9 5 5 7 8 6 6 6]
4001,4001,100,16,1.571119992993772,[0 7 7 7 7 7 7 7 7 7 5 7 7 6 6 6]
4001,4001,100,16,1.562533400952816,[0 7 5 7 8 6 7 7 9 7 7 7 8 5 5 5]
4001,4001,100,16,1.5915007265284657,[0 6 7 5 7 7 7 7 9 5 7 7 7 7 6 6]
4001,4001,100,16,1.5342628005892038,[0 7 6 7 6 6 5 7 8 7 7 7 6 7 7 7]
4001,4001,100,16,1.5316721992567182,[0 6 7 8 7 8 5 8 6 7 6 5 7 7 6 7]
4001,4001,100,16,1.5976536544039845,[0 5 8 6 8 5 5 8 7 8 5 7 6 7 8 7]
4001,4001,100,16,1.575701310299337,[0 8 4 6 6 7 5 7 6 7 8 8 7 7 6 8]
4001,4001,100,16,1.584478666074574,[0 7 8 5 7 8 8 8 7 5 4 7 7 6 5 8]
4001,4001,100,16,1.534966267645359,[0 5 7 7 8 6 7 6 7 7 7 6 7 6 7 7]
4001,4001,100,32,1.4768366124480963,[0 3 3 4 4 3 4 4 4 3 3 4 4 4 3 4 3 2 3 3 3 3 3 3 3 3 4 3 3 2 3 2]
4001,4001,100,32,1.5198449036106467,[0 4 4 4 4 3 3 4 3 3 4 4 3 3 3 4 4 3 3 3 3 3 3 4 3 3 3 4 3 1 2 2]
4001,4001,100,32,1.5072598299011588,[0 3 2 5 3 2 2 3 4 2 4 4 4 3 3 3 3 3 3 3 4 4 4 4 3 3 2 2 4 4 3 4]
4001,4001,100,32,1.4860254302620888,[0 3 3 5 4 2 3 4 3 2 4 4 3 3 3 4 4 3 3 3 3 3 4 4 2 3 3 3 3 3 3 3]
4001,4001,100,32,1.5082827070727944,[0 4 3 5 3 3 2 5 4 3 3 4 3 3 2 4 3 3 4 4 3 3 4 3 3 3 2 3 3 3 3 2]
4001,4001,100,32,1.4606345426291227,[0 3 3 4 4 4 3 4 3 3 2 4 4 3 4 3 3 3 3 4 3 4 2 3 4 3 3 3 3 2 3 3]
4001,4001,100,32,1.538668111898005,[0 4 3 4 3 4 4 3 4 3 3 4 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 2 3 3 3 3]
4001,4001,100,32,1.5224063219502568,[0 3 4 4 3 3 4 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 2 4 4 3 3 2 3 3 3 3]
4001,4001,100,32,1.4644862664863467,[0 4 4 3 4 3 3 4 3 3 4 4 3 3 3 4 4 3 3 3 3 3 3 2 3 3 3 3 3 3 3 3]
4001,4001,100,32,1.5341663900762796,[0 3 2 4 3 4 4 4 2 3 3 4 4 4 3 5 2 3 2 3 3 4 3 3 3 3 3 4 3 2 3 4]
4001,4001,100,32,1.5017077485099435,[0 3 3 5 5 2 3 4 4 3 3 3 4 3 4 3 4 3 3 2 3 2 3 3 2 3 3 4 3 4 3 3]
4001,4001,100,32,1.5298397820442915,[0 3 4 4 3 3 3 4 3 3 3 4 4 4 3 4 2 3 3 3 3 3 2 3 3 4 3 3 3 3 3 4]
4001,4001,100,32,1.472776111215353,[0 4 3 4 4 3 3 4 3 3 3 4 3 3 4 4 4 2 3 3 3 3 3 4 2 3 3 3 3 3 3 3]
4001,4001,100,32,1.5130005599930882,[0 1 4 4 4 2 3 4 4 3 3 4 4 3 3 4 3 4 3 2 4 3 3 3 3 3 4 3 3 3 3 3]
4001,4001,100,32,1.4750295300036669,[0 3 4 4 3 3 3 4 4 3 3 4 4 2 3 3 4 3 4 3 3 3 3 4 3 3 3 3 3 2 3 3]
4001,4001,100,32,1.510794428177178,[0 3 4 4 3 3 4 4 4 3 2 4 4 2 4 4 3 2 3 4 4 3 3 3 4 3 3 3 3 3 3 1]
4001,4001,100,32,1.468994547612965,[0 3 3 4 3 3 3 4 3 3 4 4 4 3 4 4 3 3 4 4 3 3 3 3 2 2 3 3 3 3 3 3]
4001,4001,100,32,1.4764680620282888,[0 2 3 4 3 4 3 3 4 3 2 5 4 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 2 3 4 3]
4001,4001,100,32,1.463231855072081,[0 3 4 4 3 3 3 4 4 3 3 4 4 3 3 4 4 3 3 3 3 3 3 3 3 3 3 3 2 3 3 3]
4001,4001,100,32,1.5010116985067725,[0 3 3 4 4 3 3 4 4 3 3 3 4 3 4 4 3 2 3 3 3 3 3 4 4 2 3 3 4 3 2 3]
4001,4001,100,32,1.4983819592744112,[0 3 4 4 5 3 3 3 4 2 2 4 4 2 5 3 3 4 4 3 2 3 4 3 2 2 4 3 4 2 3 3]
4001,4001,100,32,1.5660820826888084,[0 4 3 4 4 3 4 2 4 4 4 2 3 3 3 4 1 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4]
4001,4001,100,32,1.5190632110461593,[0 3 4 4 4 2 4 3 4 5 4 4 3 1 4 4 2 2 2 4 1 3 3 4 3 3 4 3 3 3 4 3]
4001,4001,100,32,1.470372013747692,[0 3 4 3 3 3 3 3 4 3 3 4 3 3 3 4 4 4 4 3 3 4 2 3 3 3 3 3 3 3 3 3]
4001,4001,100,32,1.6037534130737185,[0 3 3 3 4 3 3 4 4 3 3 3 4 3 3 4 3 4 2 4 3 3 3 3 3 3 3 4 3 3 3 3]
4001,4001,100,32,1.657582201063633,[0 3 4 4 4 3 3 3 3 3 3 4 4 3 3 4 4 2 3 3 2 4 3 3 4 3 2 4 2 3 3 4]
4001,4001,100,32,1.4479523478075862,[0 4 3 4 4 4 4 3 4 3 2 4 4 3 3 4 3 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3]
4001,4001,100,32,1.452725532464683,[0 2 3 4 4 3 3 4 4 3 3 4 4 3 3 4 3 3 3 3 2 3 2 4 3 3 3 4 4 3 3 3]
4001,4001,100,32,1.473083452321589,[0 3 3 4 4 3 4 4 3 2 3 3 4 3 4 3 4 3 3 3 4 3 3 3 4 2 3 3 3 3 3 3]
4001,4001,100,32,1.589793617837131,[0 4 4 3 5 4 4 4 4 2 3 4 4 3 3 3 3 4 2 3 2 3 3 4 2 3 3 3 2 3 3 3]
4001,4001,100,32,1.4656467605382204,[0 3 3 4 4 3 4 4 3 3 3 4 4 3 3 4 4 3 3 3 3 4 3 3 2 3 2 3 3 3 3 3]
4001,4001,100,32,1.6020905384793878,[0 3 4 4 4 4 3 4 4 3 3 4 4 3 3 4 3 3 3 3 3 3 3 4 2 3 2 3 2 3 3 3]
4001,4001,100,32,1.6053930716589093,[0 2 3 5 4 4 3 4 3 3 3 3 4 4 2 4 3 3 3 2 3 3 3 4 3 3 4 3 3 3 3 3]
4001,4001,100,32,1.4867440378293395,[0 4 4 3 3 3 3 4 3 3 2 5 2 3 3 5 3 3 3 5 3 4 3 3 4 3 3 2 3 2 3 3]
4001,4001,100,32,1.5246969424188137,[0 5 4 4 3 4 3 4 5 2 3 5 3 2 4 5 3 3 3 3 3 2 3 3 2 3 4 3 2 3 3 1]
4001,4001,100,32,1.5696642640978098,[0 2 3 4 3 3 3 4 4 3 3 3 3 4 3 4 3 3 3 4 3 3 4 3 3 3 3 2 3 3 4 4]
4001,4001,100,32,1.5071383779868484,[0 3 3 4 4 2 3 3 3 3 3 3 4 4 3 4 3 2 3 4 4 3 3 3 3 3 4 3 4 3 3 3]
4001,4001,100,32,1.591807716526091,[0 3 3 5 5 1 3 3 3 4 3 5 3 4 3 4 3 3 3 3 3 3 3 3 3 3 3 3 4 2 4 2]
4001,4001,100,32,1.604657874442637,[0 3 3 4 3 4 3 3 5 2 4 4 5 3 3 4 4 4 3 3 2 3 4 2 2 4 3 2 2 3 3 3]
4001,4001,100,32,1.6174569465219975,[0 3 3 4 3 2 4 4 4 3 3 4 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3]
4001,4001,100,32,1.5223962105810642,[0 3 3 4 5 3 3 4 3 3 4 4 3 2 4 4 4 4 3 3 3 2 3 4 2 3 3 3 2 3 3 3]
4001,4001,100,32,1.5978888245299459,[0 3 2 3 4 4 3 4 4 4 3 4 4 3 3 4 3 3 3 3 3 4 3 3 3 2 3 3 3 3 3 3]
4001,4001,100,32,1.5967304669320583,[0 3 3 4 4 3 3 4 3 3 3 3 3 3 4 4 3 4 3 3 3 4 4 3 4 3 2 3 3 2 3 3]
4001,4001,100,32,1.5505134956911206,[0 4 3 4 3 3 4 4 4 3 3 4 4 3 3 3 3 2 3 3 4 3 3 3 2 4 3 3 3 3 3 3]
4001,4001,100,32,1.4838266745209694,[0 3 4 4 3 3 3 4 4 3 3 4 3 2 3 3 3 3 3 3 4 4 3 3 3 3 3 3 4 3 3 3]
4001,4001,100,32,1.545229647308588,[0 3 3 3 4 3 3 4 4 2 3 4 3 4 3 4 2 4 3 4 3 3 2 3 3 4 3 2 4 3 4 3]
4001,4001,100,32,1.4767629001289606,[0 4 3 4 4 4 3 4 4 3 3 3 3 3 3 3 3 3 3 4 2 3 4 3 3 2 4 3 3 3 3 3]
4001,4001,100,32,1.5057658329606056,[0 4 3 4 4 4 3 4 4 4 4 4 4 3 2 3 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 2]
4001,4001,100,32,1.4749965416267514,[0 3 2 4 4 3 4 3 4 3 3 3 5 2 4 5 3 3 3 2 4 3 3 3 3 3 4 3 3 2 2 4]
4001,4001,100,32,1.5520512228831649,[0 3 2 4 4 3 3 4 5 2 4 3 3 2 3 3 4 2 4 4 2 4 2 3 4 3 3 3 4 3 3 4]
