nx,ny,ntasks,size,timespent,TasksDoneByWorker
4001,4001,50,8,2.2658392107114196,[0 8 8 8 6 6 8 6]
4001,4001,50,8,2.2483338080346584,[0 6 6 8 6 8 8 8]
4001,4001,50,8,2.2429023729637265,[0 8 6 6 8 6 8 8]
4001,4001,50,8,2.2072729729115963,[0 8 7 7 7 8 7 6]
4001,4001,50,8,2.333842823281884,[0 6 6 7 8 9 6 8]
4001,4001,50,8,2.596191612072289,[0 6 8 7 7 6 8 8]
4001,4001,50,8,2.148572633974254,[0 8 8 6 8 6 6 8]
4001,4001,50,8,2.28347881231457,[0 8 7 7 6 8 6 8]
4001,4001,50,8,2.1946186320856214,[0 6 6 8 8 8 7 7]
4001,4001,50,8,2.3762155948206782,[0 6 6 7 8 8 8 7]
4001,4001,50,8,2.24796908069402,[0 8 8 8 6 8 6 6]
4001,4001,50,8,2.4287561420351267,[0 5 6 7 8 8 8 8]
4001,4001,50,8,2.1716946652159095,[0 7 6 8 7 7 8 7]
4001,4001,50,8,2.107022427022457,[0 6 8 7 8 7 7 7]
4001,4001,50,8,2.249874724075198,[0 6 7 8 5 8 8 8]
4001,4001,50,16,1.7066320721060038,[0 3 4 3 4 3 3 4 4 3 4 3 4 2 3 3]
4001,4001,50,16,1.640832519158721,[0 3 4 3 4 3 4 3 4 3 2 4 4 3 4 2]
4001,4001,50,16,1.7077592639252543,[0 3 2 4 4 4 2 3 4 3 3 4 4 4 2 4]
4001,4001,50,16,1.660297748632729,[0 3 3 3 4 3 3 4 4 4 4 3 4 2 3 3]
4001,4001,50,16,1.674379694275558,[0 3 3 3 5 3 2 4 4 2 3 4 4 3 4 3]
4001,4001,50,16,1.6019180109724402,[0 3 3 4 3 4 3 3 3 4 4 4 3 4 3 2]
4001,4001,50,16,1.6288031479343772,[0 4 3 3 3 3 4 3 4 4 4 3 3 3 3 3]
4001,4001,50,16,1.6392555860802531,[0 3 3 4 4 3 4 3 4 2 3 4 4 2 4 3]
4001,4001,50,16,1.6226976942270994,[0 3 3 3 3 4 3 3 4 4 4 3 4 3 4 2]
4001,4001,50,16,1.5857470175251365,[0 3 4 3 3 4 3 3 4 3 4 3 3 3 4 3]
4001,4001,50,16,1.6448207963258028,[0 4 4 4 4 2 3 3 4 2 3 4 4 3 3 3]
4001,4001,50,16,1.665264924056828,[0 3 3 4 4 3 3 3 4 4 4 3 3 3 3 3]
4001,4001,50,16,1.721307554282248,[0 2 3 4 4 4 4 3 4 4 4 3 4 2 2 3]
4001,4001,50,16,1.624779025092721,[0 3 4 3 4 3 4 3 5 2 2 4 4 3 2 4]
4001,4001,50,16,1.622065075673163,[0 2 3 4 5 3 3 3 4 3 2 3 4 4 4 3]
4001,4001,50,16,1.7773867473006248,[0 3 3 4 3 4 4 4 3 3 4 4 3 2 3 3]
4001,4001,50,16,1.6179479146376252,[0 4 2 3 3 3 4 3 4 3 4 3 5 4 2 3]
4001,4001,50,16,1.6296284571290016,[0 2 4 4 4 3 3 3 5 4 3 3 4 4 2 2]
4001,4001,50,16,1.6327544040977955,[0 3 4 4 4 3 4 4 4 5 2 2 3 3 2 3]
4001,4001,50,16,1.62482491414994,[0 4 2 2 4 3 4 4 5 3 3 3 4 3 4 2]
4001,4001,50,16,1.6419115224853158,[0 3 3 3 3 3 4 3 5 3 4 3 4 3 3 3]
4001,4001,50,16,1.6100110672414303,[0 3 4 4 4 4 4 3 4 3 2 3 4 3 2 3]
4001,4001,50,16,1.7325159730389714,[0 3 3 4 4 3 2 4 4 4 3 3 5 2 3 3]
4001,4001,50,16,1.7010938003659248,[0 3 2 3 5 3 2 3 4 4 3 4 5 3 3 3]
4001,4001,50,16,1.6435547256842256,[0 4 4 3 4 4 3 3 4 3 3 3 3 3 3 3]
4001,4001,50,16,1.6744798077270389,[0 4 3 4 3 3 3 3 3 4 3 3 4 3 4 3]
4001,4001,50,16,1.601577140390873,[0 3 3 4 4 3 3 3 5 3 3 3 4 3 3 3]
4001,4001,50,16,1.6055115070194006,[0 3 4 3 4 3 2 3 4 2 4 4 5 3 2 4]
4001,4001,50,16,1.6035255063325167,[0 3 2 3 4 3 2 3 4 4 4 4 4 4 3 3]
4001,4001,50,16,1.5856663649901748,[0 3 4 3 4 3 4 3 4 3 3 3 5 2 3 3]
4001,4001,50,16,1.6206009536981583,[0 3 4 4 4 2 3 4 4 4 2 3 4 3 3 3]
4001,4001,50,16,1.6741399262100458,[0 4 3 3 3 3 3 4 3 3 4 4 4 3 3 3]
4001,4001,50,16,1.617922818288207,[0 3 4 3 5 3 3 4 4 2 2 3 4 3 4 3]
4001,4001,50,16,1.6354012489318848,[0 3 4 3 4 4 4 4 4 3 3 3 3 2 3 3]
4001,4001,50,16,1.5859097242355347,[0 4 3 3 4 3 3 3 5 3 2 4 4 4 3 2]
4001,4001,50,16,1.6581381484866142,[0 4 3 3 4 3 2 3 4 3 4 3 4 3 4 3]
4001,4001,50,16,1.674006501212716,[0 4 3 3 4 3 4 3 4 3 3 4 4 2 3 3]
4001,4001,50,16,1.5937792770564556,[0 3 3 3 3 3 4 3 5 3 4 4 3 3 4 2]
4001,4001,50,16,1.7249786080792546,[0 4 3 4 4 3 4 3 4 3 2 4 5 3 2 2]
4001,4001,50,16,1.6533284522593021,[0 2 2 3 4 4 3 2 5 3 4 4 5 3 2 4]
4001,4001,50,16,1.604831182397902,[0 3 3 3 5 3 3 3 4 3 4 3 4 3 3 3]
4001,4001,50,16,1.5842806035652757,[0 4 3 4 4 3 4 3 4 3 3 3 4 3 2 3]
4001,4001,50,16,1.6057002022862434,[0 3 3 3 4 3 4 2 4 3 4 3 5 4 2 3]
4001,4001,50,16,1.5797867802903056,[0 3 2 4 4 4 4 2 5 3 3 3 4 3 3 3]
4001,4001,50,16,1.6947886319831014,[0 3 3 3 4 4 4 3 4 2 4 3 4 2 3 4]
4001,4001,50,16,1.644842116162181,[0 4 2 3 5 2 4 4 4 3 2 3 4 3 4 3]
4001,4001,50,16,1.6273228777572513,[0 3 3 2 5 4 3 4 4 3 4 3 4 2 3 3]
4001,4001,50,16,1.6025985665619373,[0 3 4 3 4 4 2 3 4 3 4 3 4 3 3 3]
4001,4001,50,16,1.7312309620901942,[0 4 3 4 4 3 3 3 4 3 3 3 4 3 2 4]
4001,4001,50,16,1.6501624686643481,[0 3 4 3 4 4 4 2 4 3 3 3 3 3 4 3]
4001,4001,50,32,1.6040655113756657,[0 1 3 2 3 2 2 3 3 1 2 2 2 2 1 2 1 2 1 1 1 1 1 1 2 1 2 1 1 1 1 1]
4001,4001,50,32,1.5742159970104694,[0 1 2 3 3 1 2 2 2 2 1 2 3 2 1 3 1 2 2 1 1 1 1 2 1 1 1 1 2 1 1 1]
4001,4001,50,32,1.559787530452013,[0 1 2 2 2 2 2 2 2 2 2 2 2 1 1 2 2 2 1 2 2 2 2 1 1 1 2 1 1 1 1 1]
4001,4001,50,32,1.5705773793160915,[0 2 2 2 3 2 2 2 2 2 2 2 2 1 1 2 1 1 2 1 1 2 1 2 1 2 1 1 1 2 1 1]
4001,4001,50,32,1.5167777091264725,[0 2 2 2 2 1 1 2 3 2 2 2 2 1 2 2 2 1 2 1 2 2 1 1 1 2 2 1 1 1 1 1]
4001,4001,50,32,1.6121344733983278,[0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 2 1 1 1 1 1 2 1 1 2 1 2 1 1]
4001,4001,50,32,1.5924061303958297,[0 2 2 2 2 2 2 2 2 2 2 2 2 1 1 2 1 2 1 1 1 1 1 1 2 1 2 2 2 1 2 1]
4001,4001,50,32,1.5330706909298897,[0 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1 2 1 2 1 1 1 2 1 2 1 2 1 1 1]
4001,4001,50,32,1.607097522355616,[0 2 2 2 3 2 1 3 2 1 2 3 2 1 2 1 2 2 1 2 1 2 1 1 1 1 1 1 1 1 2 1]
4001,4001,50,32,1.5385698582977057,[0 2 2 2 2 2 2 2 2 2 2 2 3 1 1 2 1 1 2 1 1 1 2 2 2 1 1 1 2 1 1 1]
4001,4001,50,32,1.4997379695996642,[0 2 2 2 2 2 1 2 2 2 2 2 3 2 2 2 1 1 1 2 1 2 2 1 1 1 1 1 1 2 1 1]
4001,4001,50,32,1.5623425403609872,[0 2 2 2 2 1 2 2 2 2 2 2 3 2 1 2 1 2 1 2 2 2 1 1 1 1 1 1 1 2 1 1]
4001,4001,50,32,1.5326224975287914,[0 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 2 1 2 1 2 1 1 2 1 1 1 2 2 1 1 1]
4001,4001,50,32,1.5424497183412313,[0 2 2 2 2 2 1 2 2 1 2 2 2 2 2 2 1 2 1 2 2 2 1 1 2 1 1 1 2 1 1 1]
4001,4001,50,32,1.5409558173269033,[0 2 2 2 2 2 2 2 2 2 2 2 3 1 1 2 1 2 1 2 1 1 1 1 1 1 2 1 2 2 1 1]
4001,4001,50,32,1.553081238642335,[0 1 2 2 2 2 1 3 2 2 2 2 2 2 1 2 2 1 1 1 2 1 2 1 2 2 2 1 1 1 1 1]
4001,4001,50,32,1.568901151418686,[0 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 1 2 1 2 1 1 2 1 1 1 2 2 2 1 1 1]
4001,4001,50,32,1.6150874011218548,[0 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1 2 1 1 2 2 1 1 1 1 1 2 1 2 1 1]
4001,4001,50,32,1.5607046522200108,[0 2 2 2 2 2 2 3 3 2 2 2 2 2 1 2 2 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1]
4001,4001,50,32,1.5370612367987633,[0 2 2 2 2 2 2 2 3 2 2 2 2 2 1 2 2 1 2 1 1 1 1 1 1 1 2 1 1 2 1 1]
4001,4001,50,32,1.565086561255157,[0 2 2 2 3 2 2 2 2 1 2 2 2 1 2 2 1 2 1 1 2 1 2 1 1 2 2 1 1 1 1 1]
4001,4001,50,32,1.5431166728958488,[0 2 2 2 2 2 2 2 3 3 2 2 3 1 1 2 1 1 1 1 3 1 1 1 1 2 1 1 1 1 1 1]
4001,4001,50,32,1.6816534223034978,[0 2 2 2 2 2 2 2 2 2 2 2 3 2 1 2 1 1 1 1 1 2 1 2 1 1 1 2 2 1 1 1]
4001,4001,50,32,1.5104616275057197,[0 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 1 2 2 1 2 1 1 2 1 2 1 1 1 2 1 1]
4001,4001,50,32,1.5653073387220502,[0 2 2 2 2 2 2 2 2 2 2 2 3 1 1 2 1 1 2 1 2 2 1 1 1 1 2 1 1 2 1 1]
4001,4001,50,32,1.5553489504382014,[0 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 1 2 2 1 1 1 2 2 1 2 1 2 1 1 1 1]
4001,4001,50,32,1.6153290495276451,[0 2 2 2 2 2 2 2 2 3 2 2 2 1 2 2 1 1 2 2 2 2 1 1 1 1 1 1 1 1 1 1]
4001,4001,50,32,1.5472525088116527,[0 2 2 2 2 2 2 2 2 2 2 2 3 1 1 2 2 1 2 1 1 2 1 1 2 1 1 2 1 1 1 1]
4001,4001,50,32,1.5313038732856512,[0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 2 1 2 2 2 1 1 1 1 1 1 1 1]
4001,4001,50,32,1.536261411383748,[0 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 1 1 2 2 1 1 2 1 2 1 1 2 1 2 1 1]
4001,4001,50,32,1.566702727228403,[0 2 2 2 2 2 2 2 2 2 2 2 3 1 2 2 2 1 1 1 1 1 1 2 1 2 1 1 2 1 1 1]
4001,4001,50,32,1.6292628534138203,[0 1 2 2 3 2 2 2 2 1 2 2 3 2 2 2 2 1 2 1 2 2 1 1 1 1 1 1 1 1 1 1]
4001,4001,50,32,1.667109995149076,[0 2 2 2 2 2 2 2 2 2 2 2 2 1 1 2 2 1 1 1 1 1 2 2 2 1 1 2 2 1 1 1]
4001,4001,50,32,1.5656095743179321,[0 2 2 2 2 2 2 2 3 2 2 2 2 1 1 2 2 1 1 1 2 1 2 1 1 1 2 1 1 2 1 1]
4001,4001,50,32,1.5737518211826682,[0 2 2 2 2 2 2 2 3 2 1 2 2 1 2 2 1 2 2 2 1 2 2 1 1 1 1 1 1 1 1 1]
4001,4001,50,32,1.5895351395010948,[0 1 2 2 2 2 2 2 2 2 2 2 2 1 1 2 1 2 2 1 2 2 1 2 1 2 1 2 1 1 1 1]
4001,4001,50,32,1.575566795654595,[0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 1 2 1 1 1 1 1 2 1 2 1 1 1]
4001,4001,50,32,1.5320922480896115,[0 2 2 2 3 2 2 2 2 2 2 2 2 3 1 2 1 1 2 1 1 2 1 2 1 1 1 1 1 1 1 1]
4001,4001,50,32,1.6229120874777436,[0 2 2 2 3 2 2 2 2 2 2 2 2 1 2 2 1 1 2 2 1 1 1 1 2 1 1 1 1 2 1 1]
4001,4001,50,32,1.5806544525548816,[0 2 2 2 2 2 2 2 3 1 2 2 2 2 2 2 1 1 1 1 2 2 1 2 1 2 1 1 1 1 1 1]
4001,4001,50,32,1.6175473919138312,[0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 1 1 1 1 1 1 1 1 2 1 1]
4001,4001,50,32,1.59393788035959,[0 2 2 2 2 2 2 2 3 2 2 2 2 1 1 2 1 1 1 2 1 2 1 1 1 1 2 2 2 1 1 1]
4001,4001,50,32,1.660471674054861,[0 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1 1 2 1 1 1 1 1 1 1 1]
4001,4001,50,32,1.683118011802435,[0 1 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 1 2 2 2 2 2 1 2 1 1 1 1 1 1 1]
4001,4001,50,32,1.5948170647025108,[0 1 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 2 2 1 2 1 2 1 1 1]
4001,4001,50,32,1.5786010343581438,[0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 1 1 2 1 2 1 1 1 1 2 1 1 1]
4001,4001,50,32,1.5488324277102947,[0 2 2 2 3 2 2 2 2 2 2 2 3 1 1 2 1 2 1 1 2 1 1 1 1 1 1 2 1 2 1 1]
4001,4001,50,32,1.584541855379939,[0 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 2 1 1 2 1 1 2 2 1 1 2 1 1 1 1]
4001,4001,50,32,1.6163502978160977,[0 2 2 2 2 2 2 2 3 1 2 2 2 2 2 2 2 1 1 1 1 1 2 1 2 1 1 2 1 1 1 1]
4001,4001,50,32,1.552641624584794,[0 2 2 2 2 2 2 2 2 2 2 2 3 1 1 2 2 1 2 1 1 2 1 1 2 1 1 1 1 2 1 1]
4001,4001,100,2,6.117993839085102,[  0 100]
4001,4001,100,2,6.39547092653811,[  0 100]
4001,4001,100,2,6.280633221380413,[  0 100]
4001,4001,100,2,6.261690197512507,[  0 100]
4001,4001,100,2,6.282258522696793,[  0 100]
4001,4001,100,2,6.314145660027862,[  0 100]
4001,4001,100,2,6.357220615260303,[  0 100]
4001,4001,100,2,6.193015973083675,[  0 100]
4001,4001,100,2,6.286341940052807,[  0 100]
4001,4001,100,2,6.24955506529659,[  0 100]
4001,4001,100,2,6.298117588274181,[  0 100]
4001,4001,100,2,6.3105707773938775,[  0 100]
4001,4001,100,2,6.27390259411186,[  0 100]
4001,4001,100,2,6.303206086158752,[  0 100]
4001,4001,100,2,6.272566773928702,[  0 100]
4001,4001,100,2,6.284436211921275,[  0 100]
4001,4001,100,2,6.2994108106940985,[  0 100]
4001,4001,100,2,6.318833875469863,[  0 100]
4001,4001,100,2,6.35405916813761,[  0 100]
4001,4001,100,2,6.297531601041555,[  0 100]
4001,4001,100,2,6.296498579904437,[  0 100]
4001,4001,100,2,6.275032753124833,[  0 100]
4001,4001,100,2,6.283694620244205,[  0 100]
4001,4001,100,2,6.296325409784913,[  0 100]
4001,4001,100,2,6.344332845881581,[  0 100]
4001,4001,100,2,6.298239139840007,[  0 100]
4001,4001,100,2,6.343391723930836,[  0 100]
4001,4001,100,2,6.328553876839578,[  0 100]
4001,4001,100,2,6.295444872230291,[  0 100]
4001,4001,100,2,6.258001704700291,[  0 100]
4001,4001,100,2,6.4302902445197105,[  0 100]
4001,4001,100,2,6.2003306010738015,[  0 100]
4001,4001,100,2,6.20703283790499,[  0 100]
4001,4001,100,2,6.275643648579717,[  0 100]
4001,4001,100,2,6.242077501490712,[  0 100]
4001,4001,100,2,6.287762760184705,[  0 100]
4001,4001,100,2,6.215799254365265,[  0 100]
4001,4001,100,2,6.1797469751909375,[  0 100]
4001,4001,100,2,6.326285857707262,[  0 100]
4001,4001,100,2,6.235519862733781,[  0 100]
4001,4001,100,2,6.248840572312474,[  0 100]
4001,4001,100,2,6.24856669921428,[  0 100]
4001,4001,100,2,6.200504768639803,[  0 100]
4001,4001,100,2,6.342831983231008,[  0 100]
4001,4001,100,2,6.250304679386318,[  0 100]
4001,4001,100,2,6.29220405779779,[  0 100]
4001,4001,100,2,6.272753966972232,[  0 100]
4001,4001,100,2,6.339817735366523,[  0 100]
4001,4001,100,2,6.329206946305931,[  0 100]
4001,4001,100,2,6.263479510322213,[  0 100]
4001,4001,100,4,3.2875336380675435,[ 0 28 34 38]
4001,4001,100,4,3.1979269990697503,[ 0 35 29 36]
4001,4001,100,4,3.3813090808689594,[ 0 29 32 39]
4001,4001,100,4,3.2837184593081474,[ 0 29 33 38]
4001,4001,100,4,3.153480933047831,[ 0 33 36 31]
4001,4001,100,4,3.2487523639574647,[ 0 28 35 37]
4001,4001,100,4,3.063627550378442,[ 0 33 33 34]
4001,4001,100,4,3.0858492022380233,[ 0 34 30 36]
4001,4001,100,4,3.38616562820971,[ 0 30 32 38]
4001,4001,100,4,3.089946437627077,[ 0 33 35 32]
4001,4001,100,4,3.114466991275549,[ 0 33 33 34]
4001,4001,100,4,3.092199321836233,[ 0 34 30 36]
4001,4001,100,4,3.0762366810813546,[ 0 34 31 35]
4001,4001,100,4,3.103681112639606,[ 0 32 32 36]
4001,4001,100,4,3.0803134767338634,[ 0 33 34 33]
4001,4001,100,4,3.266113843768835,[ 0 34 31 35]
4001,4001,100,4,3.1782654896378517,[ 0 32 33 35]
4001,4001,100,4,3.013617457821965,[ 0 33 33 34]
4001,4001,100,4,3.1265276158228517,[ 0 34 34 32]
4001,4001,100,4,3.4648381238803267,[ 0 34 32 34]
4001,4001,100,4,3.2382156774401665,[ 0 31 33 36]
4001,4001,100,4,3.7344387574121356,[ 0 30 35 35]
4001,4001,100,4,3.254623997025192,[ 0 34 30 36]
4001,4001,100,4,3.354548366740346,[ 0 35 30 35]
4001,4001,100,4,3.163995247334242,[ 0 31 32 37]
4001,4001,100,4,3.188166033476591,[ 0 35 28 37]
4001,4001,100,4,3.142812711186707,[ 0 31 31 38]
4001,4001,100,4,3.582357134670019,[ 0 34 31 35]
4001,4001,100,4,3.7656209375709295,[ 0 35 31 34]
4001,4001,100,4,3.517775577493012,[ 0 27 38 35]
4001,4001,100,4,3.1398005560040474,[ 0 35 30 35]
4001,4001,100,4,3.6230965619906783,[ 0 36 31 33]
4001,4001,100,4,3.296798299998045,[ 0 27 33 40]
4001,4001,100,4,3.382597784511745,[ 0 34 31 35]
4001,4001,100,4,3.4223879436030984,[ 0 34 30 36]
4001,4001,100,4,3.321295704692602,[ 0 33 33 34]
