threads,nx,nt,iters_cg,iters_newton,timespent
16,512,100,5366,300,0.882386
16,512,100,5366,300,0.865777
16,512,100,5366,300,0.908254
16,512,100,5366,300,0.899906
16,512,100,5366,300,0.899305
16,512,100,5366,300,0.88993
16,512,100,5366,300,0.892207
16,512,100,5366,300,0.903833
16,512,100,5366,300,0.907625
16,512,100,5366,300,0.897562
16,512,100,5366,300,0.88453
16,512,100,5366,300,0.885437
16,512,100,5366,300,0.897238
64,1024,100,10563,307,145.652
64,1024,100,10563,307,118.526
64,1024,100,10563,307,20.9444
64,1024,100,10563,307,4.65349
64,1024,100,10563,307,5.0015
64,1024,100,10563,307,24.3798
64,1024,100,10563,307,27.3245
64,1024,100,10563,307,97.651
64,1024,100,10563,307,1.46899
64,1024,100,10563,307,154.934
64,1024,100,10563,307,31.6407
64,1024,100,10563,307,30.8619
64,1024,100,10563,307,105.676
64,1024,100,10563,307,1.48182
64,1024,100,10563,307,27.0736
64,1024,100,10563,307,29.3082
64,1024,100,10563,307,18.4971
64,1024,100,10563,307,37.7376
64,1024,100,10563,307,9.96024
64,1024,100,10563,307,1.58974
64,1024,100,10563,307,1.70541
64,1024,100,10563,307,20.4716
64,1024,100,10563,307,1.62306
64,1024,100,10563,307,1.49661
64,1024,100,10563,307,18.2974
64,1024,100,10563,307,90.1818
64,1024,100,10563,307,22.2952
64,1024,100,10563,307,45.6747
64,1024,100,10563,307,28.0588
64,1024,100,10563,307,26.1589
64,1024,100,10563,307,10.9146
64,1024,100,10563,307,38.7695
64,1024,100,10563,307,31.917
64,1024,100,10563,307,85.9571
64,1024,100,10563,307,43.7532
64,1024,100,10563,307,1.49
64,1024,100,10563,307,2.87256
64,1024,100,10563,307,19.6275
64,1024,100,10563,307,68.9205
64,1024,100,10563,307,64.6693
64,1024,100,10563,307,1.47881
64,1024,100,10563,307,1.9214
64,1024,100,10563,307,77.0817
64,1024,100,10563,307,1.68952
64,1024,100,10563,307,1.47563
64,1024,100,10563,307,9.8624
64,1024,100,10563,307,126.203
64,1024,100,10563,307,1.46637
64,1024,100,10563,307,25.0827
64,1024,100,10563,307,58.5593
1,256,100,2782,300,1.15237
1,256,100,2782,300,1.21064
1,256,100,2782,300,0.967878
1,256,100,2782,300,1.00114
1,256,100,2782,300,1.02823
1,256,100,2782,300,1.04587
1,256,100,2782,300,1.04414
1,256,100,2782,300,1.00516
1,256,100,2782,300,1.01067
1,256,100,2782,300,0.997602
1,256,100,2782,300,0.982076
1,256,100,2782,300,1.06886
1,256,100,2782,300,1.04919
1,256,100,2782,300,1.0188
1,256,100,2782,300,1.0301
1,256,100,2782,300,1.13194
1,256,100,2782,300,1.05419
1,256,100,2782,300,1.07132
1,256,100,2782,300,1.04677
1,256,100,2782,300,1.00986
1,256,100,2782,300,1.02101
1,256,100,2782,300,1.03763
1,256,100,2782,300,1.03031
1,256,100,2782,300,1.02453
1,256,100,2782,300,1.02461
1,256,100,2782,300,0.994037
1,256,100,2782,300,1.0457
1,256,100,2782,300,1.0217
1,256,100,2782,300,1.01101
1,256,100,2782,300,1.02353
1,256,100,2782,300,0.992704
1,256,100,2782,300,1.05139
1,256,100,2782,300,1.01927
1,256,100,2782,300,0.996751
1,256,100,2782,300,1.01165
1,256,100,2782,300,1.02483
1,256,100,2782,300,1.01841
1,256,100,2782,300,1.01652
1,256,100,2782,300,1.08047
1,256,100,2782,300,1.0375
1,256,100,2782,300,1.03271
1,256,100,2782,300,1.06905
1,256,100,2782,300,1.03153
1,256,100,2782,300,0.991928
1,256,100,2782,300,1.02918
1,256,100,2782,300,1.01697
1,256,100,2782,300,1.02679
1,256,100,2782,300,1.04436
1,256,100,2782,300,1.05952
1,256,100,2782,300,1.01002
4,512,100,5359,300,2.98332
4,512,100,5359,300,2.44667
4,512,100,5359,300,2.80716
4,512,100,5359,300,2.27367
4,512,100,5359,300,2.67128
4,512,100,5359,300,2.37785
4,512,100,5359,300,2.97201
4,512,100,5359,300,2.89093
4,512,100,5359,300,2.17589
4,512,100,5359,300,2.3887
4,512,100,5359,300,2.70438
4,512,100,5359,300,2.3932
4,512,100,5359,300,2.43269
4,512,100,5359,300,2.92087
4,512,100,5359,300,2.71514
4,512,100,5359,300,2.72547
4,512,100,5359,300,2.86884
4,512,100,5359,300,2.494
4,512,100,5359,300,2.4423
4,512,100,5359,300,2.86684
4,512,100,5359,300,2.64056
4,512,100,5359,300,2.39528
4,512,100,5359,300,2.98561
4,512,100,5359,300,2.50792
4,512,100,5359,300,2.63354
4,512,100,5359,300,2.98263
4,512,100,5359,300,2.6442
4,512,100,5359,300,2.75112
4,512,100,5359,300,2.43125
4,512,100,5359,300,2.30436
4,512,100,5359,300,2.93027
4,512,100,5359,300,2.65501
4,512,100,5359,300,2.40763
4,512,100,5359,300,2.54599
4,512,100,5359,300,3.00528
4,512,100,5359,300,2.44655
4,512,100,5359,300,2.89694
4,512,100,5359,300,3.05163
4,512,100,5359,300,2.6791
4,512,100,5359,300,2.94541
4,512,100,5359,300,2.6795
4,512,100,5359,300,2.49402
4,512,100,5359,300,2.81377
4,512,100,5359,300,2.86854
4,512,100,5359,300,2.47217
4,512,100,5359,300,2.77636
4,512,100,5359,300,2.37041
4,512,100,5359,300,2.89156
4,512,100,5359,300,2.51929
4,512,100,5359,300,2.25454
16,1024,100,10505,303,4.63488
16,1024,100,10505,303,4.50713
16,1024,100,10505,303,4.33417
16,1024,100,10505,303,4.41274
16,1024,100,10505,303,4.31371
16,1024,100,10505,303,4.38739
16,1024,100,10505,303,4.28123
16,1024,100,10505,303,4.29927
16,1024,100,10505,303,4.53648
16,1024,100,10505,303,4.35385
16,1024,100,10505,303,4.54672
16,1024,100,10505,303,4.28478
16,1024,100,10505,303,4.69419
16,1024,100,10505,303,4.30407
16,1024,100,10505,303,4.43959
16,1024,100,10505,303,4.25831
16,1024,100,10505,303,4.82993
16,1024,100,10505,303,4.31217
16,1024,100,10505,303,4.27786
16,1024,100,10505,303,4.35765
16,1024,100,10505,303,4.38466
16,1024,100,10505,303,4.39433
16,1024,100,10505,303,4.95791
16,1024,100,10505,303,4.34394
16,1024,100,10505,303,4.35347
16,1024,100,10505,303,4.25792
16,1024,100,10505,303,4.78637
16,1024,100,10505,303,4.38262
16,1024,100,10505,303,4.93632
16,1024,100,10505,303,4.33627
16,1024,100,10505,303,4.28943
16,1024,100,10505,303,4.3568
16,1024,100,10505,303,4.76017
16,1024,100,10505,303,4.29759
16,1024,100,10505,303,4.28843
16,1024,100,10505,303,4.28611
16,1024,100,10505,303,4.8367
16,1024,100,10505,303,4.29767
16,1024,100,10505,303,4.36334
16,1024,100,10505,303,5.15344
16,1024,100,10505,303,4.44572
16,1024,100,10505,303,4.27095
16,1024,100,10505,303,4.79566
16,1024,100,10505,303,4.32398
16,1024,100,10505,303,4.3228
16,1024,100,10505,303,4.28696
16,1024,100,10505,303,4.95859
16,1024,100,10505,303,4.33624
16,1024,100,10505,303,4.3635
16,1024,100,10505,303,4.39908
64,2048,100,23718,388,198.344
64,2048,100,23718,388,232.977
64,2048,100,23718,388,98.3448
64,2048,100,23718,388,256.39
64,2048,100,23718,388,146.02
64,2048,100,23718,388,172.967
64,2048,100,23718,388,69.3384
64,2048,100,23718,388,340.165
64,2048,100,23718,388,531.126
64,2048,100,23718,388,58.3898
64,2048,100,23718,388,68.4648
64,2048,100,23718,388,121.374
64,2048,100,23718,388,59.2456
64,2048,100,23718,388,540.998
64,2048,100,23718,388,51.1159
64,2048,100,23718,388,284.202
64,2048,100,23718,388,309.632
64,2048,100,23718,388,111.39
64,2048,100,23718,388,19.6094
64,2048,100,23718,388,90.7537
64,2048,100,23718,388,158.842
64,2048,100,23718,388,115.281
64,2048,100,23718,388,212.21
64,2048,100,23718,388,439.63
64,2048,100,23718,388,22.1383
64,2048,100,23718,388,162.007
64,2048,100,23718,388,340.857
64,2048,100,23718,388,23.5686
64,2048,100,23718,388,216.833
64,2048,100,23718,388,185.349
