threads,nx,nt,iters_cg,iters_newton,timespent
0,1024,100,10543,305,87.0059
0,1024,100,10543,305,80.4939
0,1024,100,10543,305,84.3441
0,1024,100,10543,305,86.7215
0,1024,100,10543,305,95.2165
0,1024,100,10543,305,96.1012
0,1024,100,10543,305,93.6323
0,1024,100,10543,305,98.4664
0,2048,100,23531,383,826.485
0,2048,100,23531,383,905.413
0,2048,100,23531,383,760.949
0,2048,100,23531,383,912.574
0,2048,100,23531,383,842.153
0,2048,100,23531,383,820.359
0,2048,100,23531,383,808.329
0,2048,100,23531,383,858.336
0,2048,100,23531,383,807.986
0,2048,100,23531,383,744.298
0,2048,100,23531,383,728.541
0,2048,100,23531,383,732.262
