threads,nx,nt,iters_cg,iters_newton,timespent
16,128,100,1513,300,0.0378726
16,128,100,1513,300,0.0297829
16,128,100,1513,300,0.0398927
16,128,100,1513,300,0.0394748
16,128,100,1513,300,0.0319417
16,128,100,1513,300,0.0349939
16,128,100,1513,300,0.0305645
16,128,100,1513,300,0.0310876
16,128,100,1513,300,0.0297929
16,128,100,1513,300,0.0381701
16,128,100,1513,300,0.033118
16,128,100,1513,300,0.0362319
16,128,100,1513,300,0.0815556
16,128,100,1513,300,0.038024
16,128,100,1513,300,0.0391634
16,128,100,1513,300,0.0323963
16,128,100,1513,300,0.033607
16,128,100,1513,300,0.0303217
16,128,100,1513,300,0.0396816
16,128,100,1513,300,0.0440105
16,128,100,1513,300,0.0298631
16,128,100,1513,300,0.0361128
16,128,100,1513,300,0.0346273
16,128,100,1513,300,0.0375673
16,128,100,1513,300,0.0346069
16,128,100,1513,300,0.0313627
16,128,100,1513,300,0.604442
16,128,100,1513,300,0.0309323
16,128,100,1513,300,0.0987021
16,128,100,1513,300,0.0295911
16,128,100,1513,300,0.0294159
16,128,100,1513,300,0.0387216
1,256,100,2782,300,1.33873
1,256,100,2782,300,1.14987
1,256,100,2782,300,1.00723
1,256,100,2782,300,1.02204
1,256,100,2782,300,1.02457
1,256,100,2782,300,1.0161
1,256,100,2782,300,1.05265
1,256,100,2782,300,1.05987
1,256,100,2782,300,1.03297
1,256,100,2782,300,1.04816
1,256,100,2782,300,1.03693
1,256,100,2782,300,1.04183
1,256,100,2782,300,1.01105
1,256,100,2782,300,1.00083
1,256,100,2782,300,1.0385
1,256,100,2782,300,1.01424
1,256,100,2782,300,1.02844
1,256,100,2782,300,1.05856
1,256,100,2782,300,1.03718
1,256,100,2782,300,1.0191
1,256,100,2782,300,1.02927
1,256,100,2782,300,1.02761
1,256,100,2782,300,1.0185
1,256,100,2782,300,1.05547
1,256,100,2782,300,1.01567
1,256,100,2782,300,1.00949
1,256,100,2782,300,1.03646
1,256,100,2782,300,1.02282
1,256,100,2782,300,1.03073
1,256,100,2782,300,1.09078
1,256,100,2782,300,1.02005
1,256,100,2782,300,1.00126
1,256,100,2782,300,1.0006
1,256,100,2782,300,0.965271
1,256,100,2782,300,1.03799
1,256,100,2782,300,1.02368
1,256,100,2782,300,1.01817
1,256,100,2782,300,1.01056
1,256,100,2782,300,1.02331
1,256,100,2782,300,1.04118
1,256,100,2782,300,1.12659
1,256,100,2782,300,0.992033
1,256,100,2782,300,0.861135
1,256,100,2782,300,1.01146
1,256,100,2782,300,1.02401
1,256,100,2782,300,1.07239
1,256,100,2782,300,1.03309
1,256,100,2782,300,1.02778
1,256,100,2782,300,0.999893
1,256,100,2782,300,1.14288
2,256,100,2783,300,0.739626
2,256,100,2783,300,0.743251
2,256,100,2783,300,0.739584
2,256,100,2783,300,0.736166
2,256,100,2783,300,0.589632
2,256,100,2783,300,0.592787
2,256,100,2783,300,0.806589
2,256,100,2783,300,0.749514
2,256,100,2783,300,0.461974
2,256,100,2783,300,0.681514
2,256,100,2783,300,0.771252
2,256,100,2783,300,0.677804
2,256,100,2783,300,0.65996
2,256,100,2783,300,0.694757
2,256,100,2783,300,0.727343
2,256,100,2783,300,0.593208
2,256,100,2783,300,0.586383
2,256,100,2783,300,0.592668
2,256,100,2783,300,0.745574
2,256,100,2783,300,0.600386
2,256,100,2783,300,0.599348
2,256,100,2783,300,0.601173
2,256,100,2783,300,0.600118
2,256,100,2783,300,0.602201
2,256,100,2783,300,0.600375
2,256,100,2783,300,0.599833
2,256,100,2783,300,0.601175
2,256,100,2783,300,0.599553
2,256,100,2783,300,0.601331
2,256,100,2783,300,0.599563
2,256,100,2783,300,0.598301
2,256,100,2783,300,0.599927
2,256,100,2783,300,0.600676
2,256,100,2783,300,0.617189
2,256,100,2783,300,0.600696
2,256,100,2783,300,0.740077
2,256,100,2783,300,0.736748
2,256,100,2783,300,0.739945
2,256,100,2783,300,0.740385
2,256,100,2783,300,0.737281
2,256,100,2783,300,0.728665
2,256,100,2783,300,0.594238
2,256,100,2783,300,0.585682
2,256,100,2783,300,0.596548
2,256,100,2783,300,0.731042
2,256,100,2783,300,0.593479
2,256,100,2783,300,0.596973
2,256,100,2783,300,0.600989
2,256,100,2783,300,0.603248
2,256,100,2783,300,0.617267
4,256,100,2785,300,0.430903
4,256,100,2785,300,0.432295
4,256,100,2785,300,0.446944
4,256,100,2785,300,0.334738
4,256,100,2785,300,0.419952
4,256,100,2785,300,0.389534
4,256,100,2785,300,0.433213
4,256,100,2785,300,0.435447
4,256,100,2785,300,0.433939
4,256,100,2785,300,0.426832
4,256,100,2785,300,0.339195
4,256,100,2785,300,0.426089
4,256,100,2785,300,0.437496
4,256,100,2785,300,0.42938
4,256,100,2785,300,0.430473
4,256,100,2785,300,0.433703
4,256,100,2785,300,0.333794
4,256,100,2785,300,0.404622
4,256,100,2785,300,0.451659
4,256,100,2785,300,0.428177
4,256,100,2785,300,0.433921
4,256,100,2785,300,0.405557
4,256,100,2785,300,0.433884
4,256,100,2785,300,0.43249
4,256,100,2785,300,0.435722
4,256,100,2785,300,0.441688
4,256,100,2785,300,0.429626
4,256,100,2785,300,0.437827
4,256,100,2785,300,0.43659
4,256,100,2785,300,0.443365
4,256,100,2785,300,0.443231
4,256,100,2785,300,0.425873
4,256,100,2785,300,0.44927
4,256,100,2785,300,0.408987
4,256,100,2785,300,0.427845
4,256,100,2785,300,0.396023
4,256,100,2785,300,0.429839
4,256,100,2785,300,0.439853
4,256,100,2785,300,0.404732
4,256,100,2785,300,0.401482
4,256,100,2785,300,0.430068
4,256,100,2785,300,0.422473
4,256,100,2785,300,0.445458
4,256,100,2785,300,0.428795
4,256,100,2785,300,0.432132
4,256,100,2785,300,0.434066
4,256,100,2785,300,0.401787
4,256,100,2785,300,0.430739
4,256,100,2785,300,0.44901
4,256,100,2785,300,0.434028
8,256,100,2784,300,0.222376
8,256,100,2784,300,0.230465
8,256,100,2784,300,0.229303
8,256,100,2784,300,0.223321
8,256,100,2784,300,0.235201
8,256,100,2784,300,0.238435
8,256,100,2784,300,0.236917
8,256,100,2784,300,0.228251
8,256,100,2784,300,0.247236
8,256,100,2784,300,0.220758
8,256,100,2784,300,0.230791
8,256,100,2784,300,0.200429
8,256,100,2784,300,0.198908
8,256,100,2784,300,0.247536
8,256,100,2784,300,0.219045
8,256,100,2784,300,0.20087
8,256,100,2784,300,0.235667
8,256,100,2784,300,0.22419
8,256,100,2784,300,0.20204
8,256,100,2784,300,0.233922
8,256,100,2784,300,0.23021
8,256,100,2784,300,0.245393
8,256,100,2784,300,0.233361
8,256,100,2784,300,0.188942
8,256,100,2784,300,0.232499
8,256,100,2784,300,0.222178
8,256,100,2784,300,0.234673
8,256,100,2784,300,0.220378
8,256,100,2784,300,0.215901
8,256,100,2784,300,0.227966
8,256,100,2784,300,0.231356
8,256,100,2784,300,0.22852
8,256,100,2784,300,0.218405
8,256,100,2784,300,0.233357
8,256,100,2784,300,0.231694
8,256,100,2784,300,0.244082
8,256,100,2784,300,0.230161
8,256,100,2784,300,0.226378
8,256,100,2784,300,0.232814
8,256,100,2784,300,0.220378
8,256,100,2784,300,0.225288
8,256,100,2784,300,0.194799
8,256,100,2784,300,0.249376
8,256,100,2784,300,0.240095
8,256,100,2784,300,0.223371
8,256,100,2784,300,0.235963
8,256,100,2784,300,0.22068
8,256,100,2784,300,0.241795
8,256,100,2784,300,0.228947
8,256,100,2784,300,0.22437
16,256,100,2786,300,0.125284
16,256,100,2786,300,0.12074
16,256,100,2786,300,0.168845
16,256,100,2786,300,0.118143
16,256,100,2786,300,0.134066
16,256,100,2786,300,0.119071
16,256,100,2786,300,0.12936
16,256,100,2786,300,0.1335
16,256,100,2786,300,0.11053
16,256,100,2786,300,0.137827
16,256,100,2786,300,0.1266
16,256,100,2786,300,0.122083
16,256,100,2786,300,0.122551
16,256,100,2786,300,0.122768
16,256,100,2786,300,0.129418
16,256,100,2786,300,0.648719
16,256,100,2786,300,0.11895
16,256,100,2786,300,0.121777
16,256,100,2786,300,0.120149
16,256,100,2786,300,0.279806
16,256,100,2786,300,0.119165
16,256,100,2786,300,0.137076
16,256,100,2786,300,0.376802
16,256,100,2786,300,0.125707
16,256,100,2786,300,0.110134
16,256,100,2786,300,1.19636
16,256,100,2786,300,0.123186
16,256,100,2786,300,0.129845
16,256,100,2786,300,0.122402
16,256,100,2786,300,0.123944
16,256,100,2786,300,0.12189
16,256,100,2786,300,0.13243
16,256,100,2786,300,0.125624
16,256,100,2786,300,0.127676
16,256,100,2786,300,0.123761
16,256,100,2786,300,0.120919
16,256,100,2786,300,0.120502
16,256,100,2786,300,0.127399
16,256,100,2786,300,0.123845
16,256,100,2786,300,0.121979
16,256,100,2786,300,0.1251
16,256,100,2786,300,0.156054
16,256,100,2786,300,0.131908
16,256,100,2786,300,0.133538
16,256,100,2786,300,0.136735
16,256,100,2786,300,0.123069
16,256,100,2786,300,0.160637
16,256,100,2786,300,0.132435
16,256,100,2786,300,0.127307
16,256,100,2786,300,0.12436
1,512,100,5367,300,6.69374
1,512,100,5367,300,6.35486
1,512,100,5367,300,6.33089
1,512,100,5367,300,6.36254
1,512,100,5367,300,6.35342
1,512,100,5367,300,6.35194
1,512,100,5367,300,6.35987
1,512,100,5367,300,6.34535
1,512,100,5367,300,6.33413
1,512,100,5367,300,6.35798
1,512,100,5367,300,6.36473
1,512,100,5367,300,6.64231
1,512,100,5367,300,6.58072
1,512,100,5367,300,6.81702
1,512,100,5367,300,6.28714
1,512,100,5367,300,6.352
1,512,100,5367,300,6.28828
1,512,100,5367,300,6.32955
1,512,100,5367,300,6.3226
1,512,100,5367,300,6.36823
1,512,100,5367,300,6.36846
1,512,100,5367,300,6.29516
1,512,100,5367,300,6.33805
1,512,100,5367,300,6.3478
1,512,100,5367,300,6.34592
1,512,100,5367,300,6.28415
1,512,100,5367,300,6.80569
1,512,100,5367,300,6.43222
1,512,100,5367,300,6.33457
1,512,100,5367,300,6.41714
1,512,100,5367,300,6.317
1,512,100,5367,300,6.35321
1,512,100,5367,300,6.63485
1,512,100,5367,300,6.59475
1,512,100,5367,300,6.68176
1,512,100,5367,300,6.37105
1,512,100,5367,300,6.40106
1,512,100,5367,300,6.33969
1,512,100,5367,300,6.44306
1,512,100,5367,300,6.31759
1,512,100,5367,300,6.30754
1,512,100,5367,300,6.34656
1,512,100,5367,300,6.32762
1,512,100,5367,300,6.30163
1,512,100,5367,300,6.35235
1,512,100,5367,300,6.33176
1,512,100,5367,300,6.38501
1,512,100,5367,300,6.31174
1,512,100,5367,300,6.31045
1,512,100,5367,300,6.31504
2,512,100,5362,300,3.61758
2,512,100,5362,300,3.18856
2,512,100,5362,300,3.25049
2,512,100,5362,300,3.29452
2,512,100,5362,300,3.24385
2,512,100,5362,300,3.25117
2,512,100,5362,300,3.20172
2,512,100,5362,300,3.26798
2,512,100,5362,300,3.20747
2,512,100,5362,300,3.24687
2,512,100,5362,300,3.27635
2,512,100,5362,300,3.20606
2,512,100,5362,300,3.20439
2,512,100,5362,300,3.345
2,512,100,5362,300,3.24891
2,512,100,5362,300,3.91286
2,512,100,5362,300,3.24657
2,512,100,5362,300,3.25652
2,512,100,5362,300,3.28279
2,512,100,5362,300,3.24969
2,512,100,5362,300,3.71298
2,512,100,5362,300,3.27438
2,512,100,5362,300,3.74952
2,512,100,5362,300,3.47534
2,512,100,5362,300,3.53289
2,512,100,5362,300,3.22677
2,512,100,5362,300,3.2042
2,512,100,5362,300,3.23505
2,512,100,5362,300,3.23048
2,512,100,5362,300,3.21868
2,512,100,5362,300,3.27867
2,512,100,5362,300,3.20308
2,512,100,5362,300,3.23925
2,512,100,5362,300,3.25707
2,512,100,5362,300,3.33944
2,512,100,5362,300,3.27541
2,512,100,5362,300,3.20176
2,512,100,5362,300,3.2217
2,512,100,5362,300,3.24602
2,512,100,5362,300,3.19471
2,512,100,5362,300,3.18612
2,512,100,5362,300,3.85892
2,512,100,5362,300,3.21112
2,512,100,5362,300,3.23525
2,512,100,5362,300,3.18872
