threads,size,iter,theta,time
1,1500,3000,1499.851999,11.371055
1,1500,3000,1499.851999,11.217157
1,1500,3000,1499.851999,11.182765
1,1500,3000,1499.851999,11.513631
1,1500,3000,1499.851999,11.377867
1,1500,3000,1499.851999,11.143618
1,1500,3000,1499.851999,11.270266
1,1500,3000,1499.851999,10.843019
1,1500,3000,1499.851999,11.422808
1,1500,3000,1499.851999,9.097129
1,1500,3000,1499.851999,6.464672
1,1500,3000,1499.851999,6.479797
1,1500,3000,1499.851999,6.470800
1,1500,3000,1499.851999,6.448887
1,1500,3000,1499.851999,6.470592
1,1500,3000,1499.851999,6.460836
1,1500,3000,1499.851999,6.459576
1,1500,3000,1499.851999,6.523902
1,1500,3000,1499.851999,9.312729
1,1500,3000,1499.851999,11.099288
1,1500,3000,1499.851999,11.342681
1,1500,3000,1499.851999,11.243527
1,1500,3000,1499.851999,11.385792
1,1500,3000,1499.851999,11.241598
1,1500,3000,1499.851999,11.154428
1,1500,3000,1499.851999,11.187811
1,1500,3000,1499.851999,11.376634
1,1500,3000,1499.851999,11.285403
1,1500,3000,1499.851999,6.949503
1,1500,3000,1499.851999,6.459362
1,1500,3000,1499.851999,6.453973
1,1500,3000,1499.851999,6.462542
1,1500,3000,1499.851999,6.464354
1,1500,3000,1499.851999,6.430969
1,1500,3000,1499.851999,6.467510
1,1500,3000,1499.851999,6.430687
1,1500,3000,1499.851999,8.767159
1,1500,3000,1499.851999,11.417314
1,1500,3000,1499.851999,11.194538
1,1500,3000,1499.851999,11.277792
1,1500,3000,1499.851999,11.237816
1,1500,3000,1499.851999,11.293793
1,1500,3000,1499.851999,11.328939
1,1500,3000,1499.851999,11.297819
1,1500,3000,1499.851999,11.280227
1,1500,3000,1499.851999,6.454413
1,1500,3000,1499.851999,6.446890
1,1500,3000,1499.851999,6.430915
1,1500,3000,1499.851999,6.441542
1,1500,3000,1499.851999,6.434686
2,1500,3000,1499.851999,3.629284
2,1500,3000,1499.851999,3.338359
2,1500,3000,1499.851999,3.316665
2,1500,3000,1499.851999,3.837295
2,1500,3000,1499.851999,4.204682
2,1500,3000,1499.851999,6.216653
2,1500,3000,1499.851999,6.058848
2,1500,3000,1499.851999,6.123649
2,1500,3000,1499.851999,6.450140
2,1500,3000,1499.851999,6.049383
2,1500,3000,1499.851999,6.178672
