threads,size,iter,theta,time
8,3000,3000,2999.987811,3.607876
8,3000,3000,2999.987811,3.599850
8,3000,3000,2999.987811,3.446699
8,3000,3000,2999.987811,3.540335
8,3000,3000,2999.987811,3.673186
8,3000,3000,2999.987811,3.563943
8,3000,3000,2999.987811,3.575432
8,3000,3000,2999.987811,3.520054
8,3000,3000,2999.987811,3.495805
8,3000,3000,2999.987811,3.769971
8,3000,3000,2999.987811,3.487762
8,3000,3000,2999.987811,3.756198
8,3000,3000,2999.987811,3.550227
8,3000,3000,2999.987811,3.637803
8,3000,3000,2999.987811,3.516681
16,6000,3000,5998.792969,7.769347
16,6000,3000,5998.792969,7.604602
16,6000,3000,5998.792969,7.389537
16,6000,3000,5998.792969,7.533742
16,6000,3000,5998.792969,7.487629
16,6000,3000,5998.792969,7.423878
16,6000,3000,5998.792969,7.616799
16,6000,3000,5998.792969,7.497453
16,6000,3000,5998.792969,7.494448
16,6000,3000,5998.792969,7.475445
16,6000,3000,5998.792969,7.474772
16,6000,3000,5998.792969,7.816518
16,6000,3000,5998.792969,7.508684
16,6000,3000,5998.792969,7.493766
16,6000,3000,5998.792969,7.476135
16,6000,3000,5998.792969,7.858974
16,6000,3000,5998.792969,7.824422
16,6000,3000,5998.792969,7.532007
16,6000,3000,5998.792969,7.447825
16,6000,3000,5998.792969,7.568651
16,6000,3000,5998.792969,7.577378
16,6000,3000,5998.792969,7.585815
16,6000,3000,5998.792969,7.682214
16,6000,3000,5998.792969,7.604803
16,6000,3000,5998.792969,7.433069
16,6000,3000,5998.792969,7.581931
16,6000,3000,5998.792969,7.531625
16,6000,3000,5998.792969,7.559078
16,6000,3000,5998.792969,7.533669
16,6000,3000,5998.792969,7.629461
16,6000,3000,5998.792969,7.556055
16,6000,3000,5998.792969,7.596840
16,6000,3000,5998.792969,7.817098
16,6000,3000,5998.792969,7.410939
16,6000,3000,5998.792969,7.728931
16,6000,3000,5998.792969,7.533615
16,6000,3000,5998.792969,7.449203
16,6000,3000,5998.792969,7.491865
16,6000,3000,5998.792969,7.689669
16,6000,3000,5998.792969,7.525854
16,6000,3000,5998.792969,7.437138
16,6000,3000,5998.792969,7.595014
16,6000,3000,5998.792969,7.509840
16,6000,3000,5998.792969,7.546894
16,6000,3000,5998.792969,7.591142
16,6000,3000,5998.792969,7.790485
16,6000,3000,5998.792969,7.616044
16,6000,3000,5998.792969,7.610128
16,6000,3000,5998.792969,7.508453
16,6000,3000,5998.792969,7.410908
32,6000,3000,5998.792969,4.359128
32,6000,3000,5998.792969,4.446217
32,6000,3000,5998.792969,4.391343
32,6000,3000,5998.792969,4.332734
32,6000,3000,5998.792969,4.405167
32,6000,3000,5998.792969,4.236036
32,6000,3000,5998.792969,4.471038
32,6000,3000,5998.792969,4.344283
32,6000,3000,5998.792969,4.229754
32,6000,3000,5998.792969,4.321179
32,6000,3000,5998.792969,4.267462
32,6000,3000,5998.792969,4.519116
32,6000,3000,5998.792969,4.503669
32,6000,3000,5998.792969,4.440039
32,6000,3000,5998.792969,4.233096
32,6000,3000,5998.792969,4.384109
32,6000,3000,5998.792969,4.266574
32,6000,3000,5998.792969,4.277236
32,6000,3000,5998.792969,4.207908
32,6000,3000,5998.792969,4.495176
32,6000,3000,5998.792969,4.143044
32,6000,3000,5998.792969,4.173138
32,6000,3000,5998.792969,4.258622
32,6000,3000,5998.792969,4.449197
32,6000,3000,5998.792969,4.377724
32,6000,3000,5998.792969,4.463428
32,6000,3000,5998.792969,4.368685
32,6000,3000,5998.792969,4.169372
32,6000,3000,5998.792969,4.433273
32,6000,3000,5998.792969,4.425455
32,6000,3000,5998.792969,4.407040
32,6000,3000,5998.792969,4.396671
32,6000,3000,5998.792969,4.395290
32,6000,3000,5998.792969,4.434845
32,6000,3000,5998.792969,4.424101
32,6000,3000,5998.792969,4.432414
32,6000,3000,5998.792969,4.334646
32,6000,3000,5998.792969,4.199545
32,6000,3000,5998.792969,4.144602
32,6000,3000,5998.792969,4.455122
32,6000,3000,5998.792969,4.618488
32,6000,3000,5998.792969,5.133151
32,6000,3000,5998.792969,4.403061
32,6000,3000,5998.792969,4.161659
32,6000,3000,5998.792969,4.257556
32,6000,3000,5998.792969,4.380653
32,6000,3000,5998.792969,4.227333
32,6000,3000,5998.792969,4.368413
32,6000,3000,5998.792969,4.401740
32,6000,3000,5998.792969,4.552046
64,12000,3000,11998.917641,7.718604
64,12000,3000,11998.917641,7.992948
64,12000,3000,11998.917641,7.777263
64,12000,3000,11998.917641,7.768592
64,12000,3000,11998.917641,7.773771
64,12000,3000,11998.917641,7.892000
64,12000,3000,11998.917641,7.787412
64,12000,3000,11998.917641,7.564995
64,12000,3000,11998.917641,7.941345
64,12000,3000,11998.917641,7.675764
64,12000,3000,11998.917641,7.541435
64,12000,3000,11998.917641,7.969151
64,12000,3000,11998.917641,7.723181
64,12000,3000,11998.917641,7.566102
64,12000,3000,11998.917641,7.847441
64,12000,3000,11998.917641,7.767816
64,12000,3000,11998.917641,7.681750
64,12000,3000,11998.917641,7.811780
64,12000,3000,11998.917641,7.860809
64,12000,3000,11998.917641,7.698083
64,12000,3000,11998.917641,7.777985
64,12000,3000,11998.917641,7.865094
64,12000,3000,11998.917641,7.783457
64,12000,3000,11998.917641,7.745285
64,12000,3000,11998.917641,7.749630
64,12000,3000,11998.917641,7.638882
64,12000,3000,11998.917641,7.961984
64,12000,3000,11998.917641,7.695475
64,12000,3000,11998.917641,7.873039
64,12000,3000,11998.917641,7.859158
64,12000,3000,11998.917641,7.677252
64,12000,3000,11998.917641,7.835606
64,12000,3000,11998.917641,7.821067
64,12000,3000,11998.917641,7.756143
64,12000,3000,11998.917641,7.836617
64,12000,3000,11998.917641,7.959759
64,12000,3000,11998.917641,7.977691
64,12000,3000,11998.917641,7.847297
64,12000,3000,11998.917641,7.899205
64,12000,3000,11998.917641,7.838252
64,12000,3000,11998.917641,7.841629
64,12000,3000,11998.917641,7.973092
64,12000,3000,11998.917641,7.999897
64,12000,3000,11998.917641,7.957184
64,12000,3000,11998.917641,7.708699
64,12000,3000,11998.917641,7.896075
64,12000,3000,11998.917641,7.838300
64,12000,3000,11998.917641,7.878176
64,12000,3000,11998.917641,7.789053
64,12000,3000,11998.917641,7.916180
